Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
151,20,RL,2.0568479388147383,-0.01611299602619067,Pave,NA,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,0.12357062670420953,Gable,CompShg,HdBoard,HdBoard,None,-0.5726372892119187,TA,TA,CBlock,TA,TA,Av,BLQ,0.5971528481306299,Unf,-0.28855396047015597,-0.7111652211035675,-0.20156913336702356,GasA,TA,Y,SBrkr,-0.5008609774068793,-0.7948908644380686,-0.12020053800860224,-1.0399316813127073,0,0,1,1,3,1,TA,5,Typ,0,NA,Attchd,Unf,2,-0.15425346199886034,TA,TA,Y,-0.7519181992725847,-0.7042419476205181,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,MnPrv,NA,-0.08765777630136361,-1.9684369798472896,-0.6142281618491043,WD,Normal,122000
152,20,RL,1.5215326051138798,0.33805053173795935,Pave,NA,Reg,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,1.1830713937478174,Hip,CompShg,VinylSd,VinylSd,Stone,1.835321701136653,Gd,TA,PConc,Ex,TA,Gd,GLQ,2.0968302502852403,Unf,-0.28855396047015597,-0.5821671158655858,1.4874917434595496,GasA,Ex,Y,SBrkr,1.4159095951798537,-0.7948908644380686,-0.12020053800860224,0.37020659097218966,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,3,1.8382177893730978,TA,TA,Y,-0.7519181992725847,0.8352406259166723,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-1.9684369798472896,0.13872995427158782,New,Partial,372402
153,60,RL,0.4097238351197885,0.4294217162700399,Pave,NA,IR1,Lvl,1,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,-0.008866969176241472,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.8191188244757878,TA,TA,CBlock,TA,TA,No,Rec,-0.060600398428409814,Unf,-0.28855396047015597,-0.35811777518909116,-0.5298076843292726,GasA,Gd,Y,SBrkr,-0.1697589081881184,1.2576672883450517,-0.12020053800860224,0.9087614237071774,0,0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,RFn,2,0.10299047890596995,TA,TA,Y,-0.7519181992725847,0.29189383525648743,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,GdWo,NA,-0.08765777630136361,-0.11906890354288614,-1.3671862779697965,WD,Normal,190000
154,20,RL,-0.825619242651424,0.29887714012387656,Pave,NA,Reg,Lvl,1,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,-0.3730703578474817,Flat,CompShg,BrkFace,Plywood,None,-0.5726372892119187,TA,TA,CBlock,Gd,TA,Gd,BLQ,-0.03209775774418476,ALQ,6.406244380799111,-1.0732651656312355,1.2413128302378629,GasA,Gd,Y,SBrkr,0.2311850037564749,-0.7948908644380686,-0.12020053800860224,-0.5013768485777196,1,0,1,0,1,1,TA,4,Typ,1,Gd,Attchd,RFn,2,0.4257146956774843,TA,TA,Y,2.5112374909941457,-0.7042419476205181,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-1.2286897493255282,0.13872995427158782,WD,Normal,235000
155,30,RM,0.5744362454892835,0.08247170307421205,Pave,NA,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,-1.5981181197416534,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5726372892119187,TA,TA,BrkTil,TA,TA,No,Unf,-0.9726849003236114,Unf,-0.28855396047015597,1.4320138255695678,0.3249802088015843,GasA,TA,Y,FuseA,0.09667478813635329,-0.7948908644380686,-0.12020053800860224,-0.6003339203170106,0,0,1,0,4,1,TA,7,Typ,0,NA,Detchd,Unf,1,-0.752930269922829,Fa,Fa,Y,-0.7519181992725847,-0.7042419476205181,3.3712166338182836,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-1.2286897493255282,-1.3671862779697965,WD,Family,125000
156,50,RL,-0.4138382167276865,-0.09185489899357324,Pave,NA,Reg,Lvl,1,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,-1.5650087207715406,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5726372892119187,TA,TA,BrkTil,TA,TA,No,Unf,-0.9726849003236114,Unf,-0.28855396047015597,0.010771543298470684,-1.1065045828948907,Grav,Fa,N,FuseF,-1.5277947389681925,0.4054891266984884,-0.12020053800860224,-0.7982480637955927,0,0,1,0,2,1,TA,5,Typ,0,NA,NA,NA,0,-2.2122049892375024,NA,NA,N,-0.7519181992725847,-0.5834982163626992,1.7350681879092746,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-0.8588161340646475,0.13872995427158782,WD,Normal,79000
157,20,RL,-0.4138382167276865,-0.3323053846043116,Pave,NA,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,-0.7041643475486092,Hip,CompShg,Wd Sdng,Wd Sdng,None,-0.5726372892119187,TA,TA,CBlock,NA,NA,NA,NA,-0.9726849003236114,Unf,-0.28855396047015597,-1.2837357583879427,-2.4103410492171577,GasA,TA,Y,FuseF,-0.31720279838709786,-0.7948908644380686,-0.12020053800860224,-0.9048172179763676,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,2,0.7110216119537506,TA,TA,Y,-0.7519181992725847,-0.7042419476205181,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-0.11906890354288614,-1.3671862779697965,WD,Normal,109500
158,60,RL,0.9038610662282734,0.14889614972417853,Pave,NA,Reg,Lvl,1,CulDSac,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,1.249290191688043,Gable,CompShg,VinylSd,VinylSd,BrkFace,-0.1087185846493499,Gd,TA,PConc,Ex,TA,No,Unf,-0.9726849003236114,Unf,-0.28855396047015597,0.4679227232646516,-0.6460588377950691,GasA,Ex,Y,SBrkr,-1.0052742859823354,1.9403261382662236,-0.12020053800860224,0.8611859084479028,0,0,2,1,4,1,Ex,8,Typ,1,Gd,BuiltIn,Fin,3,0.9682655528585808,TA,TA,Y,-0.7519181992725847,0.4277305329215336,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-0.4889425188037668,1.644646186512972,New,Partial,269500
159,60,FV,1.2332858869672634,0.20389919830763492,Pave,NA,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1.0837431968374793,Gable,CompShg,VinylSd,VinylSd,None,-0.5726372892119187,Gd,TA,PConc,Gd,TA,No,GLQ,-0.4859474978699221,Unf,-0.28855396047015597,0.456607099998162,-0.1514215769700133,GasA,Ex,Y,SBrkr,-0.44395280925990477,1.3951153789332071,-0.12020053800860224,0.8212224756301122,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,2,0.9589112277347689,TA,TA,Y,-0.7519181992725847,1.3484014837624023,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,GdWo,NA,-0.08765777630136361,-0.4889425188037668,1.644646186512972,WD,Normal,254900
160,60,RL,2.633341375107971,0.8877804544655099,Pave,NA,IR1,HLS,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1.116852595807592,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.9457785355563122,Gd,TA,PConc,Gd,TA,Mn,GLQ,-0.847711783477394,Unf,-0.28855396047015597,1.7375356537647877,0.762631610084583,GasA,Ex,Y,SBrkr,0.5933278919644946,1.6562667510507023,-0.12020053800860224,1.8012780899711673,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,RFn,2,0.48184064642035634,TA,TA,Y,1.1549136099541841,1.288029618133493,-0.35920182285425656,5.614099504732362,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-1.2286897493255282,-1.3671862779697965,New,Partial,320000
161,20,RL,-0.4138382167276865,0.06043040855989437,Pave,NA,IR1,Lvl,1,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,0.4215552174352243,Gable,CompShg,Plywood,Plywood,None,-0.5726372892119187,TA,TA,PConc,Gd,TA,No,BLQ,0.47437224210627577,Unf,-0.28855396047015597,0.010771543298470684,0.3979221090154174,GasA,TA,Y,SBrkr,0.1794503054410435,-0.7948908644380686,-0.12020053800860224,-0.5394372607851392,0,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,2,0.20121089270599607,TA,TA,Y,-0.7519181992725847,-0.7042419476205181,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-0.11906890354288614,0.13872995427158782,WD,Normal,162500
162,60,RL,1.645066912891001,0.3177124281633844,Pave,NA,IR1,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,1.0506337978673665,Gable,CompShg,VinylSd,VinylSd,BrkFace,3.0945296135207685,Gd,TA,PConc,Ex,TA,Av,GLQ,1.2549060946896695,Unf,-0.28855396047015597,-0.025438451154296122,1.1729297987873943,GasA,Ex,Y,SBrkr,1.0589401768033773,1.7158275903055697,-0.12020053800860224,2.1933003357075895,1,0,2,1,3,1,Ex,10,Typ,2,Gd,BuiltIn,Fin,3,1.1834150307062572,TA,TA,Y,2.4394321090567357,-0.7042419476205181,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-1.2286897493255282,0.13872995427158782,WD,Normal,412500
163,20,RL,1.0273953740053947,0.1668297484426461,Pave,NA,Reg,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,1.116852595807592,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.6755249397302308,Gd,TA,PConc,Gd,TA,Mn,BLQ,1.6605205967344105,Unf,-0.28855396047015597,-0.514273376266648,1.1022673329552435,GasA,Ex,Y,SBrkr,0.9787513944144586,-0.7948908644380686,-0.12020053800860224,0.04859610781949389,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,0.2760454936964921,TA,TA,Y,-0.7519181992725847,0.3522657008853969,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-0.4889425188037668,1.644646186512972,New,Partial,220000
164,45,RL,-0.6197287296895553,-0.5026244785785846,Pave,NA,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,-0.5055079537279327,Gable,CompShg,MetalSd,MetalSd,None,-0.5726372892119187,TA,TA,CBlock,TA,TA,No,Unf,-0.9726849003236114,Unf,-0.28855396047015597,0.7123401858208276,-0.39987992457338234,GasA,Ex,Y,SBrkr,-0.7259069150790058,-0.7948908644380686,-0.12020053800860224,-1.2054944744149827,0,0,1,0,1,1,TA,4,Typ,0,NA,NA,NA,0,-2.2122049892375024,NA,NA,Y,-0.7519181992725847,-0.7042419476205181,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,MnPrv,NA,-0.08765777630136361,-0.8588161340646475,-0.6142281618491043,WD,Normal,103200
165,40,RM,-1.2374002685751615,-0.5126432488123653,Pave,Pave,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,-1.4987899228313153,Gable,CompShg,MetalSd,MetalSd,None,-0.5726372892119187,TA,Gd,BrkTil,TA,TA,Mn,LwQ,-0.16145589623412923,Unf,-0.28855396047015597,0.4792383465311412,0.20872905533578773,GasA,Gd,Y,FuseA,-0.03524869256799677,0.27491344063974077,-0.12020053800860224,0.19132265359731748,0,0,2,0,3,1,Gd,5,Typ,0,NA,Detchd,Unf,1,-1.2019378758658055,TA,TA,Y,-0.7519181992725847,-0.7042419476205181,2.63494983315923,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,1.3604255575006365,-0.6142281618491043,WD,Normal,152000
166,190,RL,-0.331482011542939,-0.04115992161064258,Pave,NA,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,-1.0352583372497368,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5726372892119187,TA,Gd,BrkTil,TA,TA,No,ALQ,-0.20311360184953506,Rec,0.8334446504277491,-1.030265797218575,-0.9423853074137662,GasA,Gd,Y,SBrkr,-0.917325298846102,0.458177561423948,-0.12020053800860224,-0.3053657257095086,1,0,2,0,4,2,TA,6,Typ,0,NA,NA,NA,0,-2.2122049892375024,NA,NA,Y,0.3650544086426774,-0.7042419476205181,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,0.9905519422397558,0.13872995427158782,WD,Normal,127500
167,20,RL,-0.0020571908039490037,0.019153075196717623,Pave,NA,IR1,Lvl,1,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,-0.5386173526980454,Hip,CompShg,Wd Sdng,Wd Sdng,None,-0.5726372892119187,Gd,TA,CBlock,TA,TA,No,LwQ,-0.14172329883735804,BLQ,4.472191526654656,-0.2200671713379177,1.275504345963097,GasA,Ex,Y,FuseA,1.8220269769559903,-0.7948908644380686,-0.12020053800860224,0.6689808268004337,1,0,1,0,2,1,TA,7,Typ,3,Gd,Attchd,Fin,1,-0.795024732979983,TA,TA,Y,3.045788667639307,-0.7042419476205181,-0.35920182285425656,-0.11629943710230334,2.276630658974542,-0.06866821893757227,NA,GdWo,NA,-0.08765777630136361,1.7302991727615173,0.8916880703922799,COD,Normal,190000
168,60,RL,0.656792450674031,0.0045256706553977065,Pave,NA,Reg,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,1.1830713937478174,Gable,CompShg,VinylSd,VinylSd,Stone,1.08421522708297,Gd,TA,PConc,Ex,TA,No,GLQ,1.851269038236532,Unf,-0.28855396047015597,-0.6183771103183526,1.1957241426042171,GasA,Ex,Y,SBrkr,1.1572361036026968,0.46734076746315834,-0.12020053800860224,1.2284688862495021,1,0,1,1,3,1,Ex,8,Typ,1,Gd,Attchd,Fin,3,1.4780762721063354,TA,TA,Y,0.6682326879339628,1.1069140212467647,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,1.7302991727615173,-0.6142281618491043,New,Partial,325624
169,60,RL,-0.331482011542939,-0.2277094233636404,Pave,NA,IR1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1.0837431968374793,Gable,CompShg,VinylSd,VinylSd,None,-0.5726372892119187,Gd,TA,PConc,Gd,TA,No,Unf,-0.9726849003236114,Unf,-0.28855396047015597,0.6172889503823147,-0.49561616860403834,GasA,Ex,Y,SBrkr,-0.8345497815414118,1.2210144641882104,-0.12020053800860224,0.3892367970758995,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2,-0.15425346199886034,TA,TA,Y,0.045919377809745386,0.02022043992639503,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-0.4889425188037668,-0.6142281618491043,WD,Normal,183500
170,20,RL,0.4097238351197885,0.616371968832389,Pave,NA,IR1,Lvl,1,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,0.32222702052488605,Hip,WdShake,Plywood,Plywood,BrkFace,3.033778354589956,Gd,TA,CBlock,Gd,TA,No,Unf,-0.9726849003236114,Unf,-0.28855396047015597,2.5318924070723594,1.4327853182991748,GasA,TA,Y,SBrkr,1.408149390432539,-0.7948908644380686,-0.12020053800860224,0.36449752914107675,0,0,2,1,2,1,TA,6,Typ,1,TA,Attchd,RFn,2,0.17782507989646604,TA,TA,Y,3.8276694931799904,0.26170790244203274,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-1.9684369798472896,-1.3671862779697965,WD,Normal,228000
171,50,RM,-0.825619242651424,0.18446278405410022,Pave,NA,IR1,Lvl,1,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,-1.002148938279624,Gable,CompShg,MetalSd,MetalSd,None,-0.5726372892119187,TA,TA,CBlock,TA,TA,No,Rec,-0.18338100445276387,Unf,-0.28855396047015597,-0.4690108832006895,-0.7691482944059126,GasA,TA,Y,SBrkr,-0.7983354927206098,-0.7948908644380686,10.738839745604581,-0.2539841692294921,0,0,1,1,2,1,TA,7,Typ,0,NA,Detchd,Unf,2,0.8747223016204608,TA,TA,Y,1.1389568584125376,-0.7042419476205181,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-0.4889425188037668,-0.6142281618491043,WD,Normal,128500
172,20,RL,2.921588093254587,2.1293064618356223,Pave,NA,IR1,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,-0.3730703578474817,Hip,CompShg,BrkFace,Plywood,Stone,0.045920983538173046,TA,TA,CBlock,TA,Gd,Gd,BLQ,0.428329514847143,Unf,-0.28855396047015597,-0.2856977862835576,0.05144808299971007,GasA,Fa,Y,SBrkr,1.276225909728189,-0.7948908644380686,-0.12020053800860224,0.26744347801215673,1,0,1,0,3,1,TA,7,Typ,2,Gd,Attchd,Fin,2,0.2573368434488681,TA,TA,P,0.9235407126003085,0.231521969627578,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-0.4889425188037668,1.644646186512972,WD,Normal,215000
173,160,RL,-1.0726878582056665,-0.5220608928321192,Pave,NA,IR1,Lvl,1,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,0.5208834143455625,Gable,CompShg,HdBoard,HdBoard,None,-0.5726372892119187,Gd,Gd,PConc,Gd,Gd,No,GLQ,0.11260795649880395,Rec,1.0442068204306705,-0.48258963112047704,0.014977132892793512,GasA,Gd,Y,SBrkr,-0.2551211604085802,0.815542596953152,-0.12020053800860224,0.4786787657633356,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,RFn,2,0.145084941963124,Gd,TA,Y,2.7665455156604914,-0.1759881233675606,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-0.11906890354288614,-1.3671862779697965,WD,Normal,239000
174,20,RL,0.4097238351197885,-0.03204284069790208,Pave,NA,IR1,Lvl,1,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,6,5,-0.339960958877369,Gable,CompShg,WdShing,HdBoard,BrkCmn,2.139077995790716,TA,TA,CBlock,TA,TA,No,ALQ,-0.3412417836269334,Rec,2.029829909561979,0.30045149892060513,0.6942485786341145,GasA,TA,Y,SBrkr,0.5157258444913475,-0.7948908644380686,-0.12020053800860224,-0.2920445814369117,1,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,Unf,2,0.145084941963124,TA,TA,Y,-0.7519181992725847,-0.4023826194759709,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-0.11906890354288614,0.13872995427158782,COD,Normal,163000
175,20,RL,-0.9491535504285452,0.19027367078969307,Pave,NA,IR1,Lvl,1,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,0.4877740153754498,Gable,CompShg,VinylSd,Plywood,Stone,0.1563778179578323,TA,TA,CBlock,Gd,Fa,No,ALQ,2.0924452286415134,LwQ,1.0008146089594807,-1.2837357583879427,1.250430567764592,GasA,TA,Y,SBrkr,1.2632922351493312,-0.7948908644380686,-0.12020053800860224,0.2579283749603018,1,0,2,0,3,1,TA,7,Min2,1,TA,Attchd,Fin,2,0.6689271488965965,TA,TA,Y,0.779929948725489,-0.7042419476205181,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,1.7302991727615173,0.13872995427158782,WD,Normal,184000
176,20,RL,0.5744362454892835,0.2102110235549168,Pave,NA,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,-0.7041643475486092,Gable,CompShg,WdShing,BrkFace,None,-0.5726372892119187,TA,TA,CBlock,TA,Gd,Av,ALQ,0.07314276170526159,Unf,-0.28855396047015597,0.35702961525305327,0.3295390775649488,GasA,TA,Y,SBrkr,2.574766837445517,-0.7948908644380686,-0.12020053800860224,1.2227598244183893,1,0,2,0,4,1,Gd,7,Typ,1,Gd,Attchd,Unf,2,0.48184064642035634,TA,TA,Y,-0.7519181992725847,-0.26654592181092474,0.2788960710502569,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,MnPrv,NA,-0.08765777630136361,-0.11906890354288614,-0.6142281618491043,WD,Normal,243000
177,60,RL,1.1097515791901422,-0.04887437469065377,Pave,NA,IR1,Lvl,1,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,0.5539928133156753,Gable,CompShg,Plywood,Plywood,BrkFace,0.9074842920115151,Gd,TA,PConc,Gd,TA,No,GLQ,0.8492915926449284,Unf,-0.28855396047015597,-0.5595358693326066,0.21328792409915232,GasA,TA,Y,SBrkr,0.0035523311685767747,1.2576672883450517,-0.12020053800860224,1.0362638046020332,0,1,2,1,4,1,TA,8,Typ,1,TA,Attchd,Unf,2,0.22459670551552607,TA,TA,Y,-0.7519181992725847,2.736954393227319,-0.35920182285425656,-0.11629943710230334,3.173372370318794,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,0.9905519422397558,-0.6142281618491043,WD,Normal,211000
178,50,RL,-0.4138382167276865,0.3139052954745477,Pave,NA,Reg,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,-0.4392891557877072,Gable,CompShg,MetalSd,MetalSd,None,-0.5726372892119187,Gd,Gd,CBlock,TA,TA,No,ALQ,-0.847711783477394,BLQ,2.445155362214795,-0.029964700460891974,-0.012376079687393909,GasA,Ex,Y,SBrkr,0.2311850037564749,0.7353645441100614,-0.12020053800860224,0.7698409191500957,1,0,2,0,4,1,Gd,8,Typ,1,Gd,Attchd,Unf,2,-0.10280467381789428,TA,TA,Y,-0.7519181992725847,-0.7042419476205181,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,0.2508047117179945,-1.3671862779697965,WD,Normal,172500
179,20,RL,-0.29030390895056524,0.6919134963950959,Pave,NA,IR1,Lvl,1,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,1.2161807927179302,Hip,CompShg,VinylSd,VinylSd,Stone,3.5584483180833373,Ex,TA,PConc,Ex,TA,No,GLQ,3.201855704504427,Unf,-0.28855396047015597,-0.5776408665589899,2.640885540590786,GasA,Ex,Y,SBrkr,2.7713586910441563,-0.7948908644380686,-0.12020053800860224,1.3673893908065837,1,0,2,0,1,1,Ex,9,Typ,1,Gd,Attchd,Fin,3,3.241366557944899,TA,TA,Y,-0.7519181992725847,0.20133603681312331,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,0.2508047117179945,0.8916880703922799,New,Partial,501837
180,30,RM,-0.4138382167276865,-0.2000576175184055,Pave,NA,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,-1.5981181197416534,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5726372892119187,Gd,TA,CBlock,TA,TA,No,Unf,-0.9726849003236114,Unf,-0.28855396047015597,0.9069689060044491,-0.20384856774870586,GasA,TA,Y,SBrkr,-0.5034477123226508,-0.7948908644380686,-0.12020053800860224,-1.0418347019230783,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,2,0.03283304047737987,Fa,TA,N,-0.7519181992725847,-0.7042419476205181,2.65131131761832,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,0.2508047117179945,-0.6142281618491043,WD,Normal,100000
181,160,FV,-1.8962499100531414,-0.8415594755873879,Pave,NA,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,0.9513056009570283,Gable,CompShg,MetalSd,MetalSd,BrkFace,1.9457785355563122,Gd,TA,PConc,Gd,TA,No,GLQ,-0.016750181991140502,Unf,-0.28855396047015597,-0.5595358693326066,-0.6870886566653502,GasA,Ex,Y,SBrkr,-1.0182079605611933,0.9369550769726892,-0.12020053800860224,0.018147778053558196,0,0,2,1,3,1,Gd,5,Typ,1,TA,Detchd,Unf,2,-0.15425346199886034,TA,TA,Y,-0.7519181992725847,-0.7042419476205181,-0.35920182285425656,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,-0.11906890354288614,-0.6142281618491043,WD,Normal,177000
182,70,RL,-0.660906832281929,-0.2934325560972422,Pave,NA,Reg,Lvl,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,-1.6974463166519917,Gable,CompShg,Stucco,Stucco,None,-0.5726372892119187,TA,TA,BrkTil,Fa,TA,No,LwQ,-0.2009210910276716,Unf,-0.28855396047015597,-0.2856977862835576,-0.6027495845431058,GasA,Gd,Y,SBrkr,-0.6767589516793461,1.2691212958940647,-0.12020053800860224,0.5452844871263199,0,0,1,1,4,1,TA,9,Typ,1,Gd,Detchd,Unf,1,-1.2019378758658055,Fa,TA,Y,-0.7519181992725847,-0.7042419476205181,0.29525755550934696,-0.11629943710230334,-0.2701158012431336,-0.06866821893757227,NA,NA,NA,-0.08765777630136361,0.2508047117179945,-1.3671862779697965,WD,Normal,200100
